objectid,parentid,title,interviewees,creator,date,description,subject,subject_cdm,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,cdm_referenceurl,cdm_number,cdm_file,cdm_filepath,object_location,image_small,image_thumb,image_alt_text,object_transcript
chp199201,,Hillside Community Church: A Path to Liberalism,"Andrews, Milton P.","Ewing, Robert, 1947-",1992,"The collection contains a lengthy interview with Milton P. Andrews Jr., in which he discusses his experiences growing up as the son of a fundamental (Free Methodist Church) preacher in Missouri, his education, religious training, and his own spiritual and philosophical shift to a more progressive brand of religion and into activism for social justice. Andrews details his controversial tenure as the leader of several churches in Ohio, New York and Washington State, including Epworth Lesourd Methodist Church in Tacoma, where his stance against the Vietnam War led to his forced resignation in 1970. The interview only briefly touches on Andrews's involvement with the Hillside Community Church.",Churches and temples; Religious leaders; Tacoma; Social aspects; Activists; 20th century,"Andrews, Milton P.--Interviews; Hillside Community Church (Tacoma, Wash.); Religious leaders--Washington (State)--Tacoma--Interviews; Church and social problems--Washington (State)--Tacoma; Methodist Church--United States--Clergy--Interviews; Political activists--Washington (State)--Tacoma--Interviews; Tacoma (Wash.)--Church history--20th century",Central Tacoma,47.24911,-122.480642,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,59,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/59/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/59/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/59,,
chp1992011,chp199201,"Milton Andrews, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/59,59,20.jp2,/tacomacomm/image/60.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/59/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/59/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/59,,
chp1992012,chp199201,"Robert Ewing, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/60,60,61.pdf,/tacomacomm/image/61.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/60/filename/chp1992012,,,,
chp1992013,chp199201,"Milton Andrews, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/61,61,62.pdf,/tacomacomm/image/62.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/61/filename/chp1992013,,,,
chp199205,,Tacoma Judaism: One Hundred Years,"Rosenthal, Richard; Farber, Steph; Hurst, Lucille","Fox, Nardah L.",1992,"The interviews with three members of Tacoma's Jewish community, Richard Rosenthal, Steph Farber, and Ruth Hurst, to some degree all touch upon the exodus of businesses (many of them Jewish-owned) from the downtown Tacoma business district. In two interview segments, Rabbi Rosenthal discusses early Jewish settlement in Tacoma, the 1960 merger of existing Conservative and Reform congregations to form Temple Beth El, and adds some details about his early life and training. Farber recounts his beliefs about misguided urban renewal practices of the 1960s and 1970s and reminisces about the many businesses that once flourished in downtown Tacoma. The transcript of the interview with Hurst appears to provide only an excerpt; she discusses her family business, Feist & Bachrach, as well as other downtown Tacoma stores operating prior to 1965.",Tacoma; Jewish people; Economic conditions; Churches and temples; Women; 20th century; Artists,"Farber, Steph--Interviews; Hurst, Lucille--Interviews; Rosenthal, Richard, 1924-1999--Interviews; LeRoy Jewelers (Tacoma, Wash.); Temple Beth El (Tacoma, Wash.); Central business districts--Washington (State)--Tacoma; Jewelers--Washington (State)--Tacoma--Interviews; Jews--Washington (State)--Tacoma--Interviews; Jews--Washington (State)--Tacoma--History; Rabbis--Washington (State)--Tacoma--Interviews; Single mothers--Washington (State)--Tacoma--Interviews; Stores, Retail--Washington (State)--Tacoma--History; Women sculptors--Washington (State)--Tacoma--Interviews; Tacoma (Wash.)--Commerce--History",Downtown,47.246605,-122.436963,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,,,,,,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/,,
chp1992051,chp199205,"Nardah L. Fox, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/183,183,184.pdf,/tacomacomm/image/184.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/183/filename/chp1992051,,,,
chp1992052,chp199205,"Lucille Hurst, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/184,184,185.pdf,/tacomacomm/image/185.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/184/filename/chp1992052,,,,
chp1992053,chp199205,"Rabbi Richard Rosenthal, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/185,185,186.pdf,/tacomacomm/image/186.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/185/filename/chp1992053,,,,
chp1992054,chp199205,"Steph Farber, interview transcript",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/186,186,187.pdf,/tacomacomm/image/187.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/186/filename/chp1992054,,,,
chp1992055,chp199205,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/187,187,188.pdf,/tacomacomm/image/188.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/187/filename/chp1992055,,,,
chp199209,,From Tules to Tiaras: A History of the Masonic Temple Building and Temple Theatre,"Conner, Will J., 1904-1996","Smith, Barbara A.",1992,"Will James Conner talks about his fifty years in the theater management business and shares some of the history of the Temple Theatre, which he ran from 1932 to 1975. Reflecting back on hundreds of stage shows, music productions, and motion pictures, Conner provides some insight into the changing face of entertainment and entertainment technology before, during, and after World War II. In addition to the Temple, Conner also managed a number of other Tacoma theaters, including the Blue Mouse, the Music Box, the Rialto, and the Roxy (now the Pantages), and he touches upon each of these during this lengthy, in-depth interview.",Businesspeople; Tacoma; Theater; World War; 20th century; Social aspects; Architecture; Artists,"Conner, Will J., 1904-1996; Businesspeople--Washington (State)--Tacoma--Interviews; Theatrical managers--Washington (State)--Tacoma--Interviews; Motion picture theater managers--Washington (State)--Tacoma--Interviews; Theaters--Washington (State)--Tacoma; Musical theater--Washington (State)--Tacoma; World War, 1939-1945--Social aspects; Tacoma (Wash.)--Buildings, structures, etc.",Downtown Theater District,47.25613976,-122.4391386,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,209,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/209/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/209/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/209,,
chp1992091,chp199209,"Will J. Conner, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/208,208,209.jp2,/tacomacomm/image/209.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/208/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/208/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/208,,
chp1992092,chp199209,"Temple Theatre, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/209,209,210.jp2,/tacomacomm/image/210.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/209/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/209/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/209,,
chp1992093,chp199209,"Barbara A. Smith, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/210,210,211.pdf,/tacomacomm/image/211.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/210/filename/chp1992093,,,,
chp1992094,chp199209,"Will J. Conner, interview transcript 1",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/211,211,212.pdf,/tacomacomm/image/212.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/211/filename/chp1992094,,,,
chp1992095,chp199209,"Will J. Conner, audio 1",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/212,212,213.mp3,/tacomacomm/image/213.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/212,,,,
chp1992096,chp199209,"Will J. Conner, audio 2",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/213,213,214.mp3,/tacomacomm/image/214.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/213,,,,
chp1992097,chp199209,"Will J. Conner, interview transcript 2",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/214,214,215.pdf,/tacomacomm/image/215.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/214/filename/chp1992097,,,,
chp1992098,chp199209,"Will J. Conner, audio 3",,,,,,,,,,,,Sound,audio,,,,audio,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/215,215,216.mp3,/tacomacomm/image/216.mp3,https://cdm16786.contentdm.oclc.org/utils/getstream/collection/tacomacomm/id/215,,,,
chp1992099,chp199209,Project bibliography,,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/216,216,217.pdf,/tacomacomm/image/217.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/216/filename/chp1992099,,,,
chp199208,,"St. Leo the Great Parish - Tacoma, Washington","Ditter, Patricia; Algers, David; Bichsel, Bill, 1928-2015; Barkley, Doris, 1921-; Thomashofski, Barbara, 1921-","Thomas, Cynthia A.",1992,"Community members and church leaders reflect on the history and legacy of St. Leo Church, a Jesuit parish located in Tacomas Hilltop neighborhood. Long-time parishioners Patricia Ditter and Barbara Thomashofski and former parishioner Doris Barkley discuss the churchs growing pains in the wake of Vatican II and the subsequent emergence of its social justice ministry. Reverend David Alger, director of Associated Ministries, describes some of St. Leos numerous out-reach programs and shares his thoughts on its position as a spiritual anchor within the community. Lastly, Father Bill Bichsel, a former associate pastor at St. Leos and a well-known social activist, discusses his commitment to social justice and his involvement with several church-related projects, such as the Martin Luther King Center.",Churches and temples; Tacoma; Religious life and customs; Social aspects; Civic leaders; Civil rights; Religious leaders; Hilltop; 20th century; 21st century,"St. Leo Church (Tacoma, Wash.); Ditter, Patricia--Interviews; Algers, David--Interviews; Bichsel, Bill, 1928-2015--Interviews; Barkley, Doris, 1921--Interviews; Thomashofski, Barbara, 1921--Interviews; Religious institutions--Washington (State)--Tacoma; Church and social problems--Catholic Church; Civic leaders-- Washington (State)--Tacoma--Interviews; Civil rights workers--Washington (State)--Tacoma--Interviews; Civil rights-- Washington (State)--Tacoma; Clergy-- Washington (State)--Tacoma; Neighborhoods-- Washington (State)--Tacoma; Hilltop (Tacoma, Wash.)",Hilltop,47.24537592,-122.452731,Tacoma Community History Project,,record,compound_object,eng,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Individuals may use project materials for scholarly or research purposes, according to the provisions of fair use, but reproducing, publishing, or broadcasting any oral history project materials requires permission. For more information, see http://content.lib.washington.edu/tacomacommweb/using-projects.html",compound_object,,189,,,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/189/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/189/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/189,,
chp1992081,chp199208,"St. Leo Church, photograph 1",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/189,189,190.jp2,/tacomacomm/image/190.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/189/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/189/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/189,,
chp1992082,chp199208,"St. Leo Church, photograph 2",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/190,190,191.jp2,/tacomacomm/image/191.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/190/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/190/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/190,,
chp1992083,chp199208,"Catholic Community Services, photograph",,,,,,,,,,,,Image;StillImage,image/jpeg,,,,image,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/191,191,192.jp2,/tacomacomm/image/192.jp2,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/191/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/digital/iiif/tacomacomm/191/full/max/0/default.jpg,https://cdm16786.contentdm.oclc.org/utils/getthumbnail/collection/tacomacomm/id/191,,
chp1992084,chp199208,"Cynthia Thomas, research essay",,,,,,,,,,,,text,application/pdf,,,,pdf,http://cdm16786.contentdm.oclc.org/cdm/ref/collection/tacomacomm/id/192,192,193.pdf,/tacomacomm/image/193.pdf,https://cdm16786.contentdm.oclc.org/utils/getfile/collection/tacomacomm/id/192/filename/chp1992084,,,,
